hanzi,pinyin,english
謀求,mou2 qiu2,"to seek, to strive for,"
神色,shen2 se4,"expression, look,"
效益,xiao4 yi4,"benefit, effectiveness, efficiency,"
徵收,zheng1 shou1,"to levy (a fine), to impose (a tariff),"
層出不窮,ceng2 chu1 bu4 qiong2,"more and more emerge, innumerable succession, breeding like flies (idiom),"
倡議,chang4 yi4,"to suggest, to initiate, proposal, initiative,"
吃苦,chi1 ku3,"to bear, hardships,"
磋商,cuo1 shang1,"to consult, to discuss seriously, to negotiate, to confer, negotiations, consultations,"
東張西望,dong1 zhang1 xi1 wang4,"to look in all directions (idiom), to glance around,"
急功近利,ji2 gong1 jin4 li4,"seeking instant benefit (idiom); shortsighted vision, looking only for fast return,"
繳納,jiao3 na4,"to pay (taxes etc),"
就近,jiu4 jin4,"nearby, in a close neighborhood,"
立交橋,li4 jiao1 qiao2,"overpass, flyover,"
聾啞,long2 ya3,"deaf and dumb,"
螺絲釘,luo2 si1 ding1,"screw,"
寧肯,ning4 ken3,"would rather..., it would be better..., would prefer,"
普及,pu3 ji2,"popular, to popularize, universal, ubiquitous, pervasive,"
實事求是,shi2 shi4 qiu2 shi4,"to seek truth from facts (idiom), to be practical and realistic,"
水利,shui3 li4,"water conservancy, irrigation works,"
天倫之樂,tian1 lun2 zhi1 le4,"family love and joy, domestic bliss,"
完備,wan2 bei4,"faultless, complete, perfect, to leave nothing to be desired,"
薰陶,xun1 tao2,"to seep in, to influence, to nurture, influence, training,"
循序漸進,xun2 xu4 jian4 jin4,"in sequence, step by step (idiom); to make steady progress incrementally,"
驗收,yan4 shou1,"to check on receipt, an inventory of received goods, to verify and accept (a delivery),"
咬牙切齒,yao3 ya2 qie4 chi3,"gnashing one's teeth (idiom); displaying extreme anger, fuming with rage between gritted teeth,"
珍稀,zhen1 xi1,"rare, precious and uncommon,"
爭先恐後,zheng1 xian1 kong3 hou4,"striving to be first and fearing to be last (idiom); outdoing one another,"
作息,zuo4 xi1,"work and rest,"
閉塞,bi4 se4,"to stop up, to close up, hard to get to, out of the way, inaccessible, unenlightened, blocking,"
奠定,dian4 ding4,"to establish, to fix, to settle,"
叮囑,ding1 zhu3,"to warn repeatedly, to urge, to exhort again and again,"
服氣,fu2 qi4,"to be convinced, to accept,"
耕地,geng1 di4,"arable land, to plow land,"
骨幹,gu3 gan4,"diaphysis (long segment of a bone), fig. backbone,"
恍然大悟,huang3 ran2 da4 wu4,"to suddenly realize, to suddenly see the light,"
盆地,pen2 di4,"basin (low-lying geographical feature), depression,"
貧乏,pin2 fa2,"lack, incomplete,"
丘陵,qiu1 ling2,"hills,"
上進心,shang4 jin4 xin1,"motivation, ambition,"
審美,shen3 mei3,"esthetics, appreciating the arts, taste,"
亭子,ting2 zi5,"pavilion,"
物美價廉,wu4 mei3 jia4 lian2,"good quality and cheap, a bargain,"
一舉兩得,yi1 ju3 liang3 de2,"one move, two gains (idiom); two birds with one stone,"
瞻仰,zhan1 yang3,"to revere, to admire,"
支流,zhi1 liu2,"tributary (river),"
安居樂業,an1 ju1 le4 ye4,"live in peace and work happily (idiom),"
不敢當,bu4 gan3 dang1,"lit. I dare not (accept the honor); fig. I don't deserve your praise, you flatter me,"
不由得,bu4 you2 de5,"can't help, cannot but,"
剎那,cha4 na4,"an instant (Sanskrit: ksana), split second, the twinkling of an eye,"
沉澱,chen2 dian4,"to settle, to precipitate (solid sediment out of a solution),"
稿件,gao3 jian4,"rough draft, material contributing to a final document,"
共計,gong4 ji4,"to sum up to, to total,"
後顧之憂,hou4 gu4 zhi1 you1,"fears of trouble in the rear (idiom); family worries (obstructing freedom of action), worries about the future consequences, often in negative expressions, meaning ""no worries about anything"","
畫蛇添足,hua4 she2 tian1 zu2,"lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous, to overdo it,"
見多識廣,jian4 duo1 shi2 guang3,"experienced and knowledgeable (idiom),"
嬌氣,jiao1 qi4,"delicate, squeamish, finicky,"
務實,wu4 shi2,"pragmatic, dealing with concrete issues,"
興致勃勃,xing4 zhi4 bo2 bo2,"to become exhilarated (idiom); in high spirits, full of zest,"
園林,yuan2 lin2,"gardens, park, landscape garden,"
滋長,zi1 zhang3,"to grow (usually of abstract things), to yield, to develop,"
稠密,chou2 mi4,"dense,"
從容不迫,cong2 rong2 bu4 po4,"calm, unruffled,"
封建,feng1 jian4,"system of enfeoffment, feudalism, feudal, feudalistic,"
感慨,gan3 kai3,"to sigh with sorrow, regret etc, rueful, deeply moved,"
據悉,ju4 xi1,"according to reports, it is reported (that),"
挺拔,ting3 ba2,"tall and straight,"
霞,xia2,"red clouds,"
依託,yi1 tuo1,"to rely on, to depend on,"
把關,ba3 guan1,"to guard a pass, to check on sth,"
佈告,bu4 gao4,"posting on a bulletin board, notice, bulletin, to announce,"
昌盛,chang1 sheng4,"prosperous,"
得不償失,de2 bu4 chang2 shi1,"(saying) the gains do not make up for the losses,"
供不應求,gong1 bu4 ying4 qiu2,"supply does not meet demand,"
精打細算,jing1 da3 xi4 suan4,"(saying) meticulous planning and careful accounting,"
聚精會神,ju4 jing1 hui4 shen2,"to concentrate one's attention (idiom),"
刻不容緩,ke4 bu4 rong2 huan3,"to brook no delay, to demand immediate action,"
日新月異,ri4 xin1 yue4 yi4,"daily renewal, monthly change (idiom); every day sees new developments, rapid progress,"
賢惠,xian2 hui4,"chaste, virtuous,"
欣欣向榮,xin1 xin1 xiang4 rong2,"luxuriant growth (idiom); flourishing, thriving,"
逐年,zhu2 nian2,"year after year, with each passing year, over the years,"
比重,bi3 zhong4,"proportion, specific gravity,"
出神,chu1 shen2,"entranced, Trance (music genre),"
爐灶,lu2 zao4,"stove,"
優勝劣汰,you1 sheng4 lie4 tai4,"survival of the fittest (idiom),"
凹凸,ao1 tu1,"bumpy, uneven, slotted and tabbed joint, crenelation,"
邊疆,bian1 jiang1,"border area, borderland, frontier, frontier region,"
堤壩,di1 ba4,"dam,"
綱領,gang1 ling3,"program, guiding principle,"
歸納,gui1 na4,"to sum up, to summarize, to conclude from facts, induction (method of deduction in logic),"
鄉鎮,xiang1 zhen4,"village, township,"
須知,xu1 zhi1,"prerequisites, rules that must be known before starting sth,"
振興,Zhen4 xing1,"to revive, to revitalize, to invigorate, to re-energize,"
正月,Zheng1 yue4,"first month of the lunar year,"
辯證,bian4 zheng4,"to investigate, dialectical,"
淡季,dan4 ji4,"off season, slow business season, see also 旺季[wàng jì],"
公婆,gong1 po2,"husband's parents, parents-in-law,"
宏觀,hong2 guan1,"macro-, macroscopic, holistic,"
慌忙,huang1 mang2,"in a great rush, in a flurry,"
歷代,li4 dai4,"successive generations, successive dynasties, past dynasties,"
廉潔,lian2 jie2,"honest, not coercive, honesty, integrity, incorruptible,"
難能可貴,nan2 neng2 ke3 gui4,"rare and precious, valuable, remarkable,"
氣功,qi4 gong1,"qigong, a system of deep breathing exercises,"
潛移默化,qian2 yi2 mo4 hua4,"imperceptible influence, to influence secretly,"
鍥而不捨,qie4 er2 bu4 she3,"to chip away at a task and not abandon it (idiom); to chisel away at sth, to persevere, unflagging efforts,"
清真,qing1 zhen1,"Islamic, Muslim, halal (of food), clean, pure,"
微觀,wei1 guan1,"micro-, sub-atomic,"
序言,xu4 yan2,"preface, introductory remarks, preamble, prelude,"
毅然,yi4 ran2,"firmly, resolutely, without hesitation,"
斬釘截鐵,zhan3 ding1 jie2 tie3,"to chop the nail and slice the iron (idiom); resolute and decisive, unhesitating, definitely, without any doubt,"
正氣,zheng4 qi4,"healthy environment, healthy atmosphere, righteousness, vital energy (in Chinese medicine),"
弊病,bi4 bing4,"malady, evil, malpractice, drawback, disadvantage,"
不料,bu4 liao4,"unexpectedly, to one's surprise,"
查獲,cha2 huo4,"to investigate and capture (a criminal), to ferret out, to hunt down and arrest,"
船舶,chuan2 bo2,"shipping, boats,"
風土人情,feng1 tu3 ren2 qing2,"local conditions and customs (idiom),"
豪邁,hao2 mai4,"bold, open-minded, heroic,"
假使,jia3 shi3,"if, in case, suppose, given ...,"
見聞,jian4 wen2,"what one sees and hears, knowledge, information,"
錦繡前程,jin3 xiu4 qian2 cheng2,"bright future, bright prospects,"
勤懇,qin2 ken3,"diligent and attentive, assiduous, sincere,"
任重道遠,ren4 zhong4 dao4 yuan3,"a heavy load and a long road, fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7),"
省會,sheng3 hui4,"provincial capital,"
外向,wai4 xiang4,"outward-looking, extrovert, extroverted (personality), export-oriented (economy),"
朝氣蓬勃,zhao1 qi4 peng2 bo2,"full of youthful energy (idiom); vigorous, energetic, a bright spark,"
川流不息,chuan1 liu2 bu4 xi1,"the stream flows without stopping (idiom); unending flow,"
稻穀,dao4 gu3,"rice crops,"
過獎,guo4 jiang3,"to over-praise, to flatter,"
混濁,hun4 zhuo2,"turbid, muddy, dirty,"
籍貫,ji2 guan4,"one's native place, place of ancestry, registered birthplace,"
精益求精,jing1 yi4 qiu2 jing1,"to perfect sth that is already outstanding (idiom); constantly improving,"
舉世矚目,ju3 shi4 zhu3 mu4,"to receive worldwide attention,"
苦盡甘來,ku3 jin4 gan1 lai2,"bitterness finishes, sweetness begins (idiom); the hard times are over, the good times just beginning,"
懸崖峭壁,xuan2 ya2 qiao4 bi4,"sheer cliffs and precipitous rock faces (idiom),"
壓歲錢,ya1 sui4 qian2,"money given to children as new year present,"
終年,zhong1 nian2,"entire year, throughout the year, age at death,"
做東,zuo4 dong1,"to act as host,"
拜年,bai4 nian2,"pay a New Year call, wish sb a Happy New Year,"
常務,chang2 wu4,"routine, everyday business, daily operation (of a company),"
誕辰,dan4 chen2,"birthday,"
防疫,fang2 yi4,"disease prevention, protection against epidemic,"
公安局,gong1 an1 ju2,"public security bureau,"
急於求成,ji2 yu2 qiu2 cheng2,"anxious for quick results (idiom); to demand instant success, impatient for result, impetuous,"
季軍,ji4 jun1,"third in a race, bronze medalist,"
津津有味,jin1 jin1 you3 wei4,"with keen interest pleasure (idiom); with gusto, to relish, eagerly, with great interest,"
連年,lian2 nian2,"successive years, over many years,"
絡繹不絕,luo4 yi4 bu4 jue2,"continuously; in an endless stream (idiom),"
通貨,tong1 huo4,"currency, exchange of goods,"
銅礦,tong2 kuang4,"Copper,"
烏黑,wu1 hei1,"jet-black, dark,"
知足常樂,zhi1 zu2 chang2 le4,"satisfied with what one has (idiom),"
各抒己見,ge4 shu1 ji3 jian4,"everyone gives their own view,"
理直氣壯,li3 zhi2 qi4 zhuang4,"in the right and self-confident (idiom); bold and confident with justice on one's side, to have the courage of one's convictions, just and forceful,"
聯歡,lian2 huan1,"have a get-together,"
勉勵,mian3 li4,"to encourage,"
旗袍,qi2 pao2,"Chinese-style dress, cheongsam,"
泰斗,tai4 dou3,"leading scholar of his time, magnate,"
餡兒,xian4 r5,"erhua variant of 餡|馅, stuffing, filling, e.g. in 包子 or 饺子[jiǎo zi],"
相輔相成,xiang1 fu3 xiang1 cheng2,"to complement one another (idiom),"
畜牧,xu4 mu4,"to raise animals,"
沾光,zhan1 guang1,"to bask in the light, fig. to benefit from association with sb or sth, reflected glory,"
正負,zheng4 fu4,"positive and negative,"
博大精深,bo2 da4 jing1 shen1,"wide-ranging and profound, broad and deep,"
得天獨厚,de2 tian1 du2 hou4,"(of an area) rich in resources, (of a person) gifted or able (idiom),"
遞增,di4 zeng1,"to increase by degrees, in increasing order, incremental, progressive,"
東道主,dong1 dao4 zhu3,"host, official host (e.g. venue for games or a conference),"
繼往開來,ji4 wang3 kai1 lai2,"to follow the past and herald the future (idiom); part of a historical transition, forming a bridge between earlier and later stages,"
紀要,ji4 yao4,"minutes, written summary of a meeting,"
經緯,jing1 wei3,"warp and woof, longitude and latitude, main points,"
懇切,ken3 qie4,"earnest, sincere,"
農曆,nong2 li4,"the traditional Chinese calendar, the lunar calendar,"
勤儉,qin2 jian3,"hardworking and frugal,"
溫帶,wen1 dai4,"temperate zone,"
喜聞樂見,xi3 wen2 le4 jian4,"a delight to see (idiom); an attractive spectacle,"
踴躍,yong3 yue4,"to leap, to jump, eager, enthusiastically,"
羽絨服,yu3 rong2 fu2,"down-filled garment,"
磚瓦,zhuan1 wa3,"tiles and bricks,"
飽經滄桑,bao3 jing1 cang1 sang1,"having lived through many changes,"
碧玉,bi4 yu4,"jasper,"
重陽節,Chong2 yang2 jie2,"Double Ninth or Yang Festival, 9th day of 9th lunar month,"
端午節,Duan1 wu3 jie2,"the Dragon Boat Festival (5th day of the 5th lunar month),"
對聯,dui4 lian2,"rhyming couplet, pair of lines of verse written vertically down the sides of a doorway, CL:幅[fú],"
飛禽走獸,fei1 qin2 zou3 shou4,"birds and animals, the beasts of the field and the birds of the air,"
華僑,Hua2 qiao2,"overseas Chinese, (in a restricted sense) Chinese emigrant who still retains Chinese nationality, CL:個|个,位,名[míng],"
深情厚誼,shen1 qing2 hou4 yi4,"deep friendship,"
糖葫蘆,tang2 hu2 lu5,"sugar-coated Chinese hawthorn fruit on a stick, tanghulu,"
武俠,wu3 xia2,"martial arts chivalry (Chinese literary, theatrical and cinema genre), knight-errant,"
拔苗助長,ba2 miao2 zhu4 zhang3,"to spoil things through excessive enthusiasm (idiom),"
波濤洶湧,bo1 tao1 xiong1 yong3,"waves surging forth, roaring sea,"
丟三落四,diu1 san1 la4 si4,"forgetful, empty-headed,"
繁體字,fan2 ti3 zi4,"traditional Chinese character,"
俯仰,fu3 yang3,"lowering and raising of the head, (fig.) small move, pitch (position angle),"
簡體字,jian3 ti3 zi4,"simplified Chinese character, as opposed to traditional Chinese character 繁體字|繁体字[fán tǐ zì],"
囉唆,luo1 suo5,"see 囉嗦|啰嗦[luō suo],"
墨水兒,mo4 shui3 r5,"erhua variant of 墨水, ink,"
納悶兒,na4 men4 r5,"puzzled, bewildered,"
豈有此理,qi3 you3 ci3 li3,"how can this be so? (idiom); preposterous, ridiculous, absurd,"
師範,shi1 fan4,"teacher-training, pedagogical, normal (school, e.g. Beijing Normal University),"
算了,suan4 le5,"let it be, let it pass, forget about it,"
攤兒,tan1 r5,"erhua variant of 攤|摊[tān],"
統籌兼顧,tong3 chou2 jian1 gu4,"an overall plan taking into account all factors,"
玩意兒,wan2 yi4 r5,"erhua variant of 玩意[wán yì],"
心眼兒,xin1 yan3 r5,"one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions,"
壓制,ya1 zhi4,"to suppress, to inhibit, to stifle,"
元宵節,Yuan2 xiao1 jie2,"Lantern Festival, the final event of the Spring Festival 春節|春节, on 15th of first month of the lunar calendar,"
招投標,zhao1 tou2 biao1,"bid inviting and bid offering, bidding, auction,"
,,"Buttons children,"
,,"Committed to,"
