level,seq,simplified,traditional,pinyin,hsk_pinyin,english,cedict_meaning,freq
2,261,洗,洗,xi3,xǐ,"to wash, to bathe","to wash; to bathe
to develop (photographs)
to shuffle (cards etc)
to erase (a recording)",3495
2,251,跳舞,跳舞,tiao4 wu3,tiào wǔ,to dance,to dance,3459
2,172,弟弟,弟弟,di4 di5,dì di,younger brother,"younger brother
CL:個|个[ge4],位[wei4]",3376
2,191,红,紅,hong2,hóng,red,,2932
2,219,慢,慢,man4,màn,slow,slow,2887
2,202,近,近,jin4,jìn,"near, close to","near
close to
approximately",2717
2,152,白,白,Bai2,bái,white,surname Bai,2684
2,199,姐姐,姐姐,jie3 jie5,jiě jie,older sister,"older sister
CL:個|个[ge4]",2655
2,200,介绍,介紹,jie4 shao4,jiè shào,to introduce (e.g. two people),"to introduce (sb to sb)
to give a presentation
to present (sb for a job etc)
introduction",2583
2,282,鱼,魚,yu2,yú,fish,,2532
2,213,累,累,lei2,lèi,tired,,2375
2,249,踢,踢,ti1,tī,"to kick, to play (e.g. soccer),","to kick
to play (e.g. soccer)
(slang) butch (in a lesbian relationship)",2266
2,210,课,課,ke4,kè,"class, lesson, subject, course","subject
course
CL:門|门[men2]
class
lesson
CL:堂[tang2],節|节[jie2]
to levy
tax
form of divination",2226
2,238,上班,上班,shang4 ban1,shàng bān,"to go to work, to start work","to go to work
to be on duty
to start work
to go to the office",2221
2,228,旁边,旁邊,pang2 bian1,páng biān,beside,side; adjacent place,2098
2,283,元,元,yuan2,yuán,"Chinese monetary unit, yuan",,1945
2,285,运动,運動,yun4 dong4,yùn dòng,"to do exercise, do sports, movement","to move
to exercise
sports
exercise
motion
movement
campaign
CL:場|场[chang3]",1923
2,236,去年,去年,qu4 nian2,qù nián,last year,last year,1897
2,155,报纸,報紙,bao4 zhi3,bào zhǐ,newspaper,"newspaper
newsprint
CL:份[fen4],期[qi1],張|张[zhang1]",1710
2,269,颜色,顏色,yan2 se4,yán sè,"colour, color","color
countenance
appearance
facial expression
pigment
dyestuff",1703
2,195,机场,機場,ji1 chang3,jī chǎng,airport,"airport; airfield
(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship
CL:家[jia1],處|处[chu4]",1634
2,159,唱歌,唱歌,chang4 ge1,chàng gē,to sing a song,to sing a song,1591
2,234,千,千,qian1,qiān,thousand,thousand,1546
2,188,好吃,好吃,hao3 chi1,hǎo chī,"tasty, delicious","tasty
delicious",1210
2,207,考试,考試,kao3 shi4,kǎo shì,"to take an exam, exam","to take an exam
exam
CL:次[ci4]",1041
2,300,左边,左邊,zuo3 bian5,zuǒ bian,"to the left of, the left side","left
the left side
to the left of",1024
2,266,姓,姓,xing4,xìng,"family name, surname","family name
surname
CL:個|个[ge4]
to be surnamed",999
2,153,百,百,bai3,bǎi,hundred,,981
2,268,雪,雪,xue3,xuě,snow,surname Xue,968
2,185,贵,貴,gui4,guì,expensive,"expensive
noble
precious
(honorific) your",959
2,240,生病,生病,sheng1 bing4,shēng bìng,"to fall ill, sick",to fall ill,928
2,280,游泳,游泳,you2 yong3,yóu yǒng,"swimming, to swim","swimming
to swim",892
2,226,牛奶,牛奶,niu2 nai3,niú nǎi,(cow) milk,"cow's milk
CL:瓶[ping2],杯[bei1]",888
2,281,右边,右邊,you4 bian5,yòu bian,"to the right, right side","right side
right, to the right",868
2,230,便宜,便宜,pian2 yi5,pián yi,"cheap, inexpensive",convenient,860
2,233,起床,起床,qi3 chuang2,qǐ chuáng,"to get out of bed, to get up,","to get out of bed
to get up",798
2,196,鸡蛋,雞蛋,ji1 dan4,jī dàn,(chicken) egg,"(chicken) egg
hen's egg
CL:個|个[ge4],打[da2]",719
2,297,自行车,自行車,zi4 xing2 che1,zì xíng chē,bicycle,"bicycle; bike
CL:輛|辆[liang4]",704
2,250,题,題,ti2,tí,"topic, subject, problem for discussion",surname Ti,584
2,244,手表,手錶,shou3 biao3,shǒu biǎo,wrist watch,"wristwatch
CL:塊|块[kuai4],隻|只[zhi1],個|个[ge4]",511
2,217,旅游,旅遊,lv3 you2,lǚ yóu,"trip, journey, tourism, travel, tour,","trip
journey
tourism
travel
tour
to travel",469
2,177,服务员,服務員,fu2 wu4 yuan2,fú wù yuán,"waiter, waitress, attendant","waiter
waitress
attendant
customer service personnel
CL:個|个[ge4],位[wei4]",431
2,198,教室,教室,jiao4 shi4,jiào shì,classroom,"classroom
CL:間|间[jian1]",377
2,229,跑步,跑步,pao3 bu4,pǎo bù,"to run, jog","to run
to jog
(military) to march at the double",344
2,278,阴,陰,yin1,yīn,"shade, overcast, dark (opposite of yang)",surname Yin,342
2,183,公斤,公斤,gong1 jin1,gōng jīn,kilogram (kg),kilogram (kg),217
2,259,西瓜,西瓜,xi1 gua1,xī guā,watermelon,"watermelon
CL:顆|颗[ke1],個|个[ge5]",101
2,271,羊肉,羊肉,yang2 rou4,yáng ròu,"mutton
sheep or goat meat","mutton
goat meat",70
2,235,晴,晴,qing2,qíng,"clear, fine (weather),","clear
fine (weather)",65
2,182,公共汽车,公共汽車,gong1 gong4 qi4 che1,gōng gòng qì chē,bus,"bus
CL:輛|辆[liang4],班[ban1]",0
2,166,打篮球,打籃球,da3 lan2 qiu2,dá lán qiú,play basketball,,
3,302,啊,啊,a1,a,"interjection of surprise
Ah!
Oh!","interjection of surprise
Ah!
Oh!",130963
3,306,把,把,ba3,bǎ,"to hold, to grasp","to hold; to grasp
to hold a baby in position to help it urinate or defecate
handlebar
classifier: handful, bundle, bunch
classifier for things with handles
(used to put the object before the verb: 把[ba3] + {noun} + {verb})",124534
3,493,如果,如果,ru2 guo3,rú guǒ,if,"if
in case
in the event that",76417
3,585,只,只,zhi3,zhǐ,"only, merely","only
merely
just
but",72698
3,316,被,被,bei4,bèi,"by
(indicates passive-voice clauses)","quilt
to cover (with)
(literary) to suffer (a misfortune)
used to indicate passive voice (placed before the doer of the action like 'by' in English passive-voice sentences, or, if the doer is not mentioned, before the verb)
(since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lv3 you2] to 'go on a trip', for example)",65695
3,381,跟,跟,gen1,gēn,with,"heel
to follow closely
to go with
(of a woman) to marry sb
with
compared with
to
towards
and (joining two nouns)",62979
3,595,自己,自己,zi4 ji3,zì jǐ,oneself,"oneself
one's own",57978
3,570,用,用,yong4,yòng,to use,"to use
to employ
to have to
to eat or drink
expense or outlay
usefulness
hence
therefore",52436
3,529,为什么,為什麼,wei4 shen2 me5,wèi shén me,"why?
for what reason?","why?
for what reason?",51063
3,541,像,像,xiang4,xiàng,"to resemble, to be like","to resemble
to be like
to look as if
such as
appearance
image
portrait
image under a mapping (math.)",50229
3,551,需要,需要,xu1 yao4,xū yào,"to need, to require","to need; to want; to demand; to require
needs",44362
3,568,应该,應該,ying1 gai1,yīng gāi,"should, ought to","ought to
should
must",37811
3,327,才,才,cai2,cái,"only, just, then and only then
ability, talent","ability
talent
sb of a certain type
a capable individual
then and only then
just now
(before an expression of quantity) only",36716
3,573,又,又,you4,yòu,"(once) again, also, both... and...","(once) again
also
both... and...
and yet
(used for emphasis) anyway",35561
3,465,拿,拿,na2,ná,"to hold, to seize",,32361
3,382,更,更,geng4,gèng,"more, even more","to change or replace
to experience
one of the five two-hour periods into which the night was formerly divided
watch (e.g. of a sentry or guard)",32253
3,346,带,帶,dai4,dài,"to bring, carry
belt, band","band
belt
girdle
ribbon
tire
area
zone
region
CL:條|条[tiao2]
to wear
to carry
to take along
to bear (i.e. to have)
to lead
to bring
to look after
to raise",31069
3,488,然后,然後,ran2 hou4,rán hòu,"then (afterwards), after that",then; after that; afterwards,29752
3,559,一样,一樣,yi1 yang4,yī yàng,"same, like, equal to","same
like
equal to
the same as
just like",28861
3,349,当然,當然,dang1 ran2,dāng rán,"of course, certainly","only natural
as it should be
certainly
of course
without doubt",26313
3,540,相信,相信,xiang1 xin4,xiāng xìn,"to believe, to be convinced (that sth is true)",to be convinced (that sth is true); to believe; to accept sth as true,25699
3,464,明白,明白,ming2 bai5,míng bai,to understand (clearly),"clear
obvious
unequivocal
to understand
to realize",24744
3,565,一直,一直,yi1 zhi2,yī zhí,"straight (in a straight line), continuously, always, from the beginning of ... up to ..., all along,","straight (in a straight line)
continuously; always; all the way through",24551
3,353,地方,地方,di4 fang1,dì fang,"place, area, local","region
regional (away from the central administration)
local",23358
3,447,离开,離開,li2 kai1,lí kāi,"to depart, to leave,",to depart; to leave,20359
3,556,一定,一定,yi1 ding4,yī dìng,"surely, certainly, definitely","surely
certainly
necessarily
fixed
a certain (extent etc)
given
particular
must",20273
3,393,还是,還是,hai2 shi5,hái shi,"or (question)
still (as before)","still (as before)
had better
unexpectedly
or",19998
3,369,发现,發現,fa1 xian4,fā xiàn,"to discover, notice, realize, become aware of","to notice; to become aware of
to discover; to find; to detect
a discovery",19774
3,366,而且,而且,er2 qie3,ér qiě,"(not only ...) but also, moreover, in addition","(not only ...) but also
moreover
in addition
furthermore",19404
3,490,认为,認為,ren4 wei2,rèn wéi,"to think (that), to consider, to feel, (that a fact is true)",to believe; to think; to consider; to feel,25294
3,320,必须,必須,bi4 xu1,bì xū,"compulsory, necessarily, must, to have to","to have to
must
compulsory
necessarily",19320
3,371,放,放,fang4,fàng,"to put, to place, to let go, to release","to put
to place
to release
to free
to let go
to let out
to set off (fireworks)",19099
3,528,为了,為了,wei4 le5,wèi le,"in order to, for the purpose of, so as to,",for; for the purpose of; in order to,18274
3,350,地,地,de5,de,"-ly (structural particle)
used before a verb or adjective, linking it to preceding modifying adverbial adjunct,","-ly
structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",18009
3,562,以为,以為,yi3 wei2,yǐ wéi,"to think (sth is true that isn't), to be under the impression (falsely)",to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),16582
3,446,老,老,lao3,lǎo,"old, venerable, experienced (of people)","prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity
old (of people)
venerable (person)
experienced
of long standing
always
all the time
of the past
very
outdated
(of meat etc) tough",16451
3,530,位,位,wei4,wèi,"honorific classifier for people
position, place, seat","position
location
place
seat
classifier for people (honorific)
classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)
(physics) potential",16368
3,537,先,先,xian1,xiān,"first, early, former","early
prior
former
in advance
first",16060
3,588,种,種,zhong3,zhǒng,"kind, type, species","seed
species
kind
type
classifier for types, kinds, sorts",15716
3,482,其他,其他,qi2 ta1,qí tā,other (than sth or sb),"other
(sth or sb) else
the rest",14163
3,410,记得,記得,ji4 de5,jì de,"to remember,",to remember,13898
3,406,或者,或者,huo4 zhe3,huò zhě,or (statement),"or
possibly; maybe; perhaps",13597
3,392,过去,過去,guo4 qu4,guò qu,"(in the) past, to go over, to pass by,","(in the) past
former
previous
to go over
to pass by",13485
3,347,担心,擔心,dan1 xin1,dān xīn,"anxious, worried","anxious
worried
uneasy
to worry
to be anxious",13238
3,517,条,條,tiao2,tiáo,"strip
classifier for long thin things (ribbon, river, road, trousers etc),","strip
item
article
clause (of law or treaty)
classifier for long thin things (ribbon, river, road, trousers etc)",12508
3,561,以前,以前,yi3 qian2,yǐ qián,"before, previous","before
formerly
previous
ago",12391
3,499,世界,世界,shi4 jie4,shì jiè,world,"world
CL:個|个[ge4]",11721
3,589,重要,重要,zhong4 yao4,zhòng yào,"important, significant, major","important
significant
major",11677
3,324,别人,別人,bie2 ren5,bié ren,"other people, others",other people; others; other person,11613
3,407,机会,機會,ji1 hui4,jī huì,"opportunity, chance","opportunity
chance
occasion
CL:個|个[ge4]",11571
3,420,接,接,jie1,jiē,"to receive, to connect, to catch","to receive
to answer (the phone)
to meet or welcome sb
to connect
to catch
to join
to extend
to take one's turn on duty
to take over for sb",10970
3,319,比赛,比賽,bi3 sai4,bǐ sài,"competition (sports etc), match","competition (sports etc)
match
CL:場|场[chang3],次[ci4]
to compete",10726
3,387,关系,關係,guan1 xi4,guān xì,"relation, relationship, to have to do with","relation
relationship
to concern
to affect
to have to do with
guanxi
CL:個|个[ge4]",10567
3,458,马上,馬上,ma3 shang4,mǎ shàng,"at once, right away","at once
right away
immediately
on horseback (i.e. by military force)",10413
3,435,决定,決定,jue2 ding4,jué dìng,"to decide, decision","to decide (to do something)
to resolve
decision
CL:個|个[ge4],項|项[xiang4]
certainly",10318
3,389,关于,關於,guan1 yu2,guān yú,"pertaining to, concerning, regarding, about","pertaining to
concerning
with regard to
about
a matter of",10266
3,468,难,難,nan2,nán,difficult,"difficult (to...)
problem
difficulty
difficult
not good",10254
3,453,了解,了解,liao3 jie3,liǎo jiě,"to understand, to realize, to find out,","to understand
to realize
to find out",10127
3,579,站,站,zhan4,zhàn,"station, bus stop
to stand","station
to stand
to halt
to stop
branch of a company or organization
website",10081
3,425,结束,結束,jie2 shu4,jié shù,"to finish, end, conclude","termination
to finish
to end
to conclude
to close",10050
3,485,清楚,清楚,qing1 chu5,qīng chu,"clear, distinct, to be clear about,","clear
distinct
to understand thoroughly
to be clear about",9836
3,575,愿意,願意,yuan4 yi4,yuàn yì,willing (to do sth),"to wish
to want
ready
willing (to do sth)",9191
3,398,花,花,hua1,huā,flower,,8947
3,560,以后,以後,yi3 hou4,yǐ hòu,"after, later","after
later
afterwards
following
later on
in the future",8698
3,582,照片,照片,zhao4 pian4,zhào piàn,"photograph, picture","photograph
picture
CL:張|张[zhang1],套[tao4],幅[fu2]",8687
3,377,敢,敢,gan3,gǎn,"to dare, daring","to dare
daring
(polite) may I venture",8664
3,596,总是,總是,zong3 shi4,zǒng shì,always,always,8552
3,329,参加,參加,can1 jia1,cān jiā,"to participate, to take part","to participate
to take part
to join",8081
3,310,办法,辦法,ban4 fa3,bàn fǎ,"means, method","means
method
way (of doing sth)
CL:條|条[tiao2],個|个[ge4]",8059
3,552,选择,選擇,xuan3 ze2,xuǎn zé,"choice, option, to select","to select
to pick
choice
option
alternative",7885
3,401,坏,壞,huai4,huài,"spoiled, broken, bad","bad
spoiled
broken
to break down
(suffix) to the utmost",7842
3,547,信,信,xin4,xìn,"letter, mail
trust, faith","letter
mail
CL:封[feng1]
to trust
to believe
to profess faith in
truthful
confidence
trust
at will
at random",7450
3,338,出现,出現,chu1 xian4,chū xiàn,"to appear, to arise, to emerge, to show up","to appear
to arise
to emerge
to show up",7322
3,345,打算,打算,da3 suan4,dǎ suàn,"to plan, to intend, to calculate","to plan
to intend
to calculate
plan
intention
calculation
CL:個|个[ge4]",7315
3,512,特别,特別,te4 bie2,tè bié,"special, particular, especially","unusual; special
very; especially; particularly
expressly; for a specific purpose
(often followed by 是[shi4]) in particular",7131
3,593,注意,注意,zhu4 yi4,zhù yì,"to take note of, to pay attention to",to take note of; to pay attention to,7129
3,481,其实,其實,qi2 shi2,qí shí,"actually, in fact",actually; in fact; really,7067
3,542,小心,小心,xiao3 xin1,xiǎo xīn,"to be careful, to take care","to be careful
to take care",7022
3,431,久,久,jiu3,jiǔ,"(long, duration of) time","(long) time
(long) duration of time",6966
3,457,马,馬,ma3,mǎ,horse,,6796
3,416,讲,講,jiang3,jiǎng,to speak (lecture or speech),"to speak
to explain
to negotiate
to emphasize
to be particular about
as far as sth is concerned
speech
lecture",6785
3,323,表演,表演,biao3 yan3,biǎo yǎn,"performance, play, show
to perform, to act","play
show
performance
exhibition
to perform
to act
to demonstrate
CL:場|场[chang3]",6658
3,384,故事,故事,gu4 shi4,gù shi,"story, tale",old practice,6551
3,403,换,換,huan4,huàn,"to exchange, to switch, to swap","to exchange
to change (clothes etc)
to substitute
to switch
to convert (currency)",6541
